sender,receiver,amount,timestamp,location,type,hour,location_encoded,type_encoded,anomaly,ml_flag
user_10,user_38,191090.29,2026-02-17 06:02:46.351559,Kano,withdrawal,6,2,2,1,NORMAL
user_2,user_35,63143.47,2026-03-15 16:39:46.351559,Lagos,deposit,16,3,0,1,NORMAL
user_1,user_17,1429634.26,2026-01-26 14:08:46.351559,Kano,withdrawal,14,2,2,1,NORMAL
user_48,user_47,76155.85,2026-03-16 19:04:46.351559,Ibadan,transfer,19,1,1,1,NORMAL
user_13,user_51,93359.19,2026-03-22 13:47:46.351559,Kano,deposit,13,2,0,1,NORMAL
user_9,user_56,141484.38,2026-02-12 11:53:46.351559,Kano,transfer,11,2,1,1,NORMAL
user_27,user_15,75063.77,2026-02-05 19:12:46.351559,Port Harcourt,withdrawal,19,4,2,1,NORMAL
user_30,user_6,1318955.73,2026-03-01 00:39:46.351559,Lagos,transfer,0,3,1,1,NORMAL
user_46,user_63,102048.11,2026-01-26 08:03:46.351559,Port Harcourt,transfer,8,4,1,1,NORMAL
user_40,user_19,54140.68,2026-01-29 19:42:46.351559,Port Harcourt,transfer,19,4,1,1,NORMAL
user_49,user_19,120436.55,2026-03-11 05:14:46.351559,Abuja,deposit,5,0,0,1,NORMAL
user_20,user_50,89593.9,2026-02-13 13:44:46.351559,Port Harcourt,transfer,13,4,1,1,NORMAL
user_8,user_9,30232.12,2026-02-06 10:55:46.351559,Port Harcourt,deposit,10,4,0,1,NORMAL
user_44,user_60,1271930.42,2026-02-10 01:32:46.351559,Ibadan,deposit,1,1,0,-1,ANOMALY
user_49,user_53,135734.98,2026-01-18 00:35:46.351559,Lagos,transfer,0,3,1,1,NORMAL
user_5,user_14,1856214.93,2026-03-25 14:24:46.351559,Kano,withdrawal,14,2,2,-1,ANOMALY
user_49,user_51,165184.4,2026-03-20 05:43:46.361786,Kano,transfer,5,2,1,1,NORMAL
user_5,user_30,10301.97,2026-03-24 08:31:46.361786,Lagos,transfer,8,3,1,1,NORMAL
user_24,user_36,135121.08,2026-02-27 19:29:46.361786,Port Harcourt,deposit,19,4,0,1,NORMAL
user_43,user_10,64832.66,2026-02-24 07:18:46.361786,Port Harcourt,transfer,7,4,1,1,NORMAL
user_14,user_29,107870.59,2026-02-22 21:54:46.361786,Abuja,transfer,21,0,1,1,NORMAL
user_7,user_32,170253.77,2026-03-01 01:11:46.361786,Abuja,deposit,1,0,0,1,NORMAL
user_30,user_16,337332.18,2026-02-10 20:50:46.361786,Port Harcourt,withdrawal,20,4,2,1,NORMAL
user_22,user_29,142664.6,2026-02-04 05:29:46.361786,Port Harcourt,deposit,5,4,0,1,NORMAL
user_5,user_32,1443995.31,2026-03-05 14:32:46.361786,Abuja,deposit,14,0,0,-1,ANOMALY
user_4,user_5,49771.69,2026-02-16 17:35:46.361786,Port Harcourt,withdrawal,17,4,2,1,NORMAL
user_11,user_38,910638.14,2026-03-11 01:21:46.361786,Lagos,withdrawal,1,3,2,1,NORMAL
user_0,user_39,166226.53,2026-02-17 11:17:46.361786,Port Harcourt,transfer,11,4,1,1,NORMAL
user_12,user_54,162360.3,2026-03-02 12:12:46.366714,Ibadan,deposit,12,1,0,1,NORMAL
user_23,user_17,174882.89,2026-01-24 01:48:46.366714,Lagos,withdrawal,1,3,2,1,NORMAL
user_35,user_9,124115.73,2026-03-16 18:53:46.366714,Kano,deposit,18,2,0,1,NORMAL
user_25,user_36,87898.19,2026-01-19 21:25:46.366714,Abuja,deposit,21,0,0,1,NORMAL
user_11,user_3,94299.67,2026-03-03 00:51:46.366714,Kano,withdrawal,0,2,2,1,NORMAL
user_22,user_52,151300.21,2026-03-07 21:15:46.366714,Kano,withdrawal,21,2,2,1,NORMAL
user_1,user_39,69802.63,2026-03-03 01:34:46.366714,Ibadan,deposit,1,1,0,1,NORMAL
user_37,user_40,163770.44,2026-01-20 21:12:46.366714,Abuja,withdrawal,21,0,2,1,NORMAL
user_6,user_30,356320.06,2026-03-18 06:39:46.366714,Port Harcourt,withdrawal,6,4,2,1,NORMAL
user_17,user_2,3634.54,2026-02-26 19:01:46.366714,Lagos,deposit,19,3,0,1,NORMAL
user_49,user_65,125434.61,2026-01-31 09:39:46.366714,Abuja,withdrawal,9,0,2,1,NORMAL
user_35,user_38,147227.95,2026-02-07 05:53:46.366714,Abuja,deposit,5,0,0,1,NORMAL
user_31,user_37,40394.33,2026-03-07 12:10:46.366714,Kano,withdrawal,12,2,2,1,NORMAL
user_26,user_36,1570136.85,2026-01-27 03:53:46.366714,Kano,deposit,3,2,0,1,NORMAL
user_12,user_47,130676.99,2026-03-03 09:47:46.366714,Port Harcourt,transfer,9,4,1,1,NORMAL
user_4,user_19,190720.7,2026-03-02 19:01:46.366714,Port Harcourt,deposit,19,4,0,1,NORMAL
user_3,user_26,114630.11,2026-02-03 04:36:46.366714,Kano,transfer,4,2,1,1,NORMAL
user_45,user_51,117683.87,2026-03-14 00:44:46.366714,Ibadan,transfer,0,1,1,1,NORMAL
user_27,user_53,173518.19,2026-03-20 09:20:46.366714,Lagos,withdrawal,9,3,2,1,NORMAL
user_3,user_4,38750.02,2026-02-05 05:54:46.366714,Port Harcourt,transfer,5,4,1,1,NORMAL
user_49,user_30,77303.61,2026-02-23 09:27:46.366714,Lagos,transfer,9,3,1,1,NORMAL
user_6,user_21,158908.31,2026-02-23 16:53:46.366714,Ibadan,deposit,16,1,0,1,NORMAL
user_25,user_6,152544.68,2026-03-11 08:42:46.366714,Abuja,deposit,8,0,0,1,NORMAL
user_35,user_7,134705.72,2026-02-02 11:19:46.366714,Ibadan,transfer,11,1,1,1,NORMAL
user_38,user_46,85732.53,2026-03-14 03:30:46.366714,Abuja,withdrawal,3,0,2,1,NORMAL
user_41,user_60,64029.02,2026-02-21 04:18:46.366714,Port Harcourt,transfer,4,4,1,1,NORMAL
user_7,user_41,102510.54,2026-03-21 18:19:46.366714,Ibadan,deposit,18,1,0,1,NORMAL
user_35,user_66,119572.61,2026-01-31 14:43:46.366714,Kano,withdrawal,14,2,2,1,NORMAL
user_10,user_7,17911.38,2026-02-06 18:50:46.366714,Lagos,deposit,18,3,0,1,NORMAL
user_43,user_34,2460.73,2026-03-16 12:13:46.366714,Kano,withdrawal,12,2,2,1,NORMAL
user_40,user_70,168583.12,2026-02-04 06:36:46.366714,Abuja,transfer,6,0,1,1,NORMAL
user_5,user_68,143766.62,2026-02-09 21:16:46.366714,Port Harcourt,deposit,21,4,0,1,NORMAL
user_5,user_2,153948.51,2026-02-08 16:41:46.366714,Abuja,withdrawal,16,0,2,1,NORMAL
user_7,user_39,12217.1,2026-01-19 04:40:46.366714,Lagos,withdrawal,4,3,2,1,NORMAL
user_4,user_10,33624.7,2026-03-06 18:41:46.366714,Ibadan,transfer,18,1,1,1,NORMAL
user_13,user_6,1059284.63,2026-03-06 21:10:46.366714,Ibadan,transfer,21,1,1,1,NORMAL
user_37,user_55,6031.1,2026-03-07 20:54:46.366714,Port Harcourt,deposit,20,4,0,1,NORMAL
user_23,user_50,184407.29,2026-01-18 05:41:46.371715,Lagos,transfer,5,3,1,1,NORMAL
user_0,user_25,173314.04,2026-03-21 19:55:46.371715,Lagos,deposit,19,3,0,1,NORMAL
user_17,user_24,90121.78,2026-03-17 18:22:46.371715,Ibadan,transfer,18,1,1,1,NORMAL
user_1,user_60,56651.09,2026-03-01 22:49:46.371715,Lagos,transfer,22,3,1,1,NORMAL
user_3,user_0,10760.39,2026-02-13 14:08:46.371715,Ibadan,withdrawal,14,1,2,1,NORMAL
user_25,user_16,79440.53,2026-03-03 08:15:46.371715,Kano,transfer,8,2,1,1,NORMAL
user_26,user_7,131905.25,2026-01-30 15:12:46.371715,Port Harcourt,deposit,15,4,0,1,NORMAL
user_41,user_68,132325.94,2026-01-28 17:50:46.371715,Kano,withdrawal,17,2,2,1,NORMAL
user_33,user_15,66600.03,2026-03-04 18:02:46.371715,Kano,transfer,18,2,1,1,NORMAL
user_38,user_16,52411.34,2026-02-20 04:39:46.371715,Port Harcourt,transfer,4,4,1,1,NORMAL
user_33,user_16,1319204.1,2026-03-11 20:19:46.371715,Abuja,transfer,20,0,1,-1,ANOMALY
user_33,user_58,12554.47,2026-01-28 00:13:46.371715,Kano,transfer,0,2,1,1,NORMAL
user_17,user_45,1425082.16,2026-01-16 08:18:46.371715,Port Harcourt,withdrawal,8,4,2,-1,ANOMALY
user_3,user_7,107710.43,2026-03-16 17:20:46.371715,Kano,deposit,17,2,0,1,NORMAL
user_0,user_37,111012.51,2026-01-23 03:43:46.371715,Abuja,withdrawal,3,0,2,1,NORMAL
user_21,user_45,70355.18,2026-03-06 04:29:46.371715,Port Harcourt,withdrawal,4,4,2,1,NORMAL
user_42,user_6,1887911.79,2026-01-22 17:48:46.371715,Kano,deposit,17,2,0,-1,ANOMALY
user_14,user_9,84206.17,2026-02-18 07:48:46.371715,Lagos,withdrawal,7,3,2,1,NORMAL
user_43,user_13,1651579.95,2026-01-16 06:06:46.371715,Kano,deposit,6,2,0,1,NORMAL
user_15,user_44,132271.27,2026-03-07 13:02:46.371715,Abuja,withdrawal,13,0,2,1,NORMAL
user_21,user_62,149714.89,2026-03-16 11:06:46.371715,Port Harcourt,deposit,11,4,0,1,NORMAL
user_18,user_43,59579.58,2026-03-12 00:28:46.371715,Port Harcourt,deposit,0,4,0,1,NORMAL
user_35,user_53,38677.99,2026-03-08 23:18:46.371715,Abuja,transfer,23,0,1,1,NORMAL
user_32,user_11,44266.42,2026-03-12 00:50:46.371715,Port Harcourt,transfer,0,4,1,1,NORMAL
user_2,user_30,702812.76,2026-02-18 23:27:46.371715,Port Harcourt,transfer,23,4,1,1,NORMAL
user_12,user_1,79663.84,2026-01-24 22:16:46.371715,Port Harcourt,transfer,22,4,1,1,NORMAL
user_49,user_11,1244985.61,2026-01-22 21:47:46.371715,Port Harcourt,withdrawal,21,4,2,-1,ANOMALY
user_20,user_35,7315.49,2026-01-21 08:44:46.371715,Abuja,transfer,8,0,1,1,NORMAL
user_47,user_22,86856.44,2026-02-14 05:58:46.371715,Abuja,deposit,5,0,0,1,NORMAL
user_46,user_62,102852.06,2026-01-25 16:42:46.371715,Port Harcourt,deposit,16,4,0,1,NORMAL
user_13,user_0,57790.95,2026-03-15 04:17:46.371715,Port Harcourt,transfer,4,4,1,1,NORMAL
user_28,user_54,1055179.04,2026-02-14 08:31:46.371715,Abuja,transfer,8,0,1,1,NORMAL
user_48,user_6,133922.55,2026-02-28 20:39:46.371715,Lagos,withdrawal,20,3,2,1,NORMAL
user_34,user_29,150833.9,2026-01-20 01:16:46.371715,Lagos,transfer,1,3,1,1,NORMAL
user_0,user_47,100362.91,2026-03-09 16:34:46.371715,Kano,transfer,16,2,1,1,NORMAL
user_12,user_39,148939.46,2026-01-19 09:02:46.371715,Abuja,withdrawal,9,0,2,1,NORMAL
user_3,user_10,73941.63,2026-02-28 13:03:46.371715,Kano,deposit,13,2,0,1,NORMAL
user_43,user_11,88494.13,2026-02-12 16:03:46.371715,Port Harcourt,deposit,16,4,0,1,NORMAL
user_33,user_61,114702.15,2026-02-13 12:25:46.371715,Port Harcourt,transfer,12,4,1,1,NORMAL
user_27,user_27,52702.91,2026-02-10 17:28:46.376714,Ibadan,transfer,17,1,1,1,NORMAL
user_27,user_37,141898.04,2026-01-16 21:37:46.376714,Kano,withdrawal,21,2,2,1,NORMAL
user_9,user_43,155211.37,2026-02-16 08:38:46.376714,Ibadan,withdrawal,8,1,2,1,NORMAL
user_21,user_17,163630.85,2026-03-07 03:52:46.376714,Port Harcourt,transfer,3,4,1,1,NORMAL
user_42,user_68,1876772.68,2026-02-08 19:08:46.376714,Port Harcourt,transfer,19,4,1,-1,ANOMALY
user_12,user_59,24447.67,2026-02-26 04:56:46.376714,Lagos,withdrawal,4,3,2,1,NORMAL
user_14,user_10,53407.41,2026-02-23 23:51:46.376714,Ibadan,withdrawal,23,1,2,1,NORMAL
user_38,user_5,104567.29,2026-01-21 12:25:46.376714,Port Harcourt,withdrawal,12,4,2,1,NORMAL
user_8,user_3,77104.42,2026-02-18 08:52:46.376714,Kano,transfer,8,2,1,1,NORMAL
user_19,user_0,17415.76,2026-03-12 14:10:46.376714,Kano,transfer,14,2,1,1,NORMAL
user_47,user_1,21975.85,2026-02-21 13:00:46.376714,Ibadan,transfer,13,1,1,1,NORMAL
user_34,user_7,169737.76,2026-03-11 17:00:46.376714,Ibadan,withdrawal,17,1,2,1,NORMAL
user_44,user_37,10996.44,2026-01-31 09:54:46.376714,Lagos,withdrawal,9,3,2,1,NORMAL
user_41,user_34,143143.17,2026-03-10 08:49:46.376714,Abuja,withdrawal,8,0,2,1,NORMAL
user_39,user_40,60519.44,2026-03-08 16:22:46.376714,Port Harcourt,withdrawal,16,4,2,1,NORMAL
user_19,user_16,118503.19,2026-02-08 09:39:46.376714,Kano,deposit,9,2,0,1,NORMAL
user_20,user_44,119613.57,2026-02-01 20:37:46.376714,Lagos,transfer,20,3,1,1,NORMAL
user_3,user_53,198277.53,2026-03-05 19:41:46.376714,Kano,deposit,19,2,0,1,NORMAL
user_20,user_11,197695.57,2026-03-10 03:30:46.381708,Ibadan,transfer,3,1,1,1,NORMAL
user_29,user_17,22231.0,2026-01-19 21:44:46.381708,Kano,withdrawal,21,2,2,1,NORMAL
user_12,user_53,62870.67,2026-03-17 17:12:46.381708,Abuja,transfer,17,0,1,1,NORMAL
user_10,user_62,126774.75,2026-03-24 09:06:46.381708,Port Harcourt,deposit,9,4,0,1,NORMAL
user_10,user_5,132499.05,2026-01-25 16:45:46.381708,Ibadan,withdrawal,16,1,2,1,NORMAL
user_33,user_47,178372.28,2026-02-28 20:02:46.381708,Kano,deposit,20,2,0,1,NORMAL
user_29,user_40,116829.63,2026-01-23 18:47:46.381708,Kano,withdrawal,18,2,2,1,NORMAL
user_44,user_61,169905.93,2026-01-22 17:55:46.381708,Lagos,deposit,17,3,0,1,NORMAL
user_0,user_33,1949335.83,2026-03-01 11:59:46.381708,Kano,transfer,11,2,1,-1,ANOMALY
user_47,user_57,122558.46,2026-03-10 10:42:46.381708,Port Harcourt,deposit,10,4,0,1,NORMAL
user_2,user_34,124614.04,2026-03-15 22:39:46.381708,Lagos,withdrawal,22,3,2,1,NORMAL
user_23,user_39,174511.58,2026-01-20 21:19:46.381708,Ibadan,transfer,21,1,1,1,NORMAL
user_25,user_40,79758.97,2026-03-21 10:02:46.381708,Lagos,withdrawal,10,3,2,1,NORMAL
user_22,user_5,508229.71,2026-02-20 14:00:46.381708,Ibadan,transfer,14,1,1,1,NORMAL
user_5,user_53,94139.61,2026-02-05 08:21:46.381708,Kano,transfer,8,2,1,1,NORMAL
user_43,user_54,146886.61,2026-02-20 05:11:46.381708,Kano,withdrawal,5,2,2,1,NORMAL
user_19,user_18,118059.42,2026-01-19 14:10:46.386932,Ibadan,transfer,14,1,1,1,NORMAL
user_16,user_58,20630.9,2026-02-04 06:58:46.386932,Lagos,withdrawal,6,3,2,1,NORMAL
user_34,user_41,1713859.52,2026-02-17 00:46:46.386932,Kano,deposit,0,2,0,-1,ANOMALY
user_47,user_33,171987.35,2026-01-31 17:56:46.386932,Port Harcourt,deposit,17,4,0,1,NORMAL
user_7,user_16,193709.7,2026-01-26 07:11:46.386932,Abuja,deposit,7,0,0,1,NORMAL
user_9,user_10,19713.76,2026-02-26 23:39:46.386932,Lagos,withdrawal,23,3,2,1,NORMAL
user_31,user_13,27192.04,2026-03-04 20:25:46.386932,Port Harcourt,transfer,20,4,1,1,NORMAL
user_28,user_41,1706227.9,2026-03-10 22:03:46.386932,Kano,withdrawal,22,2,2,-1,ANOMALY
user_38,user_43,104889.46,2026-03-24 17:29:46.386932,Lagos,withdrawal,17,3,2,1,NORMAL
user_44,user_16,178424.13,2026-03-13 04:48:46.386932,Ibadan,withdrawal,4,1,2,1,NORMAL
user_4,user_44,188218.98,2026-01-18 19:21:46.386932,Abuja,deposit,19,0,0,1,NORMAL
user_28,user_56,953414.85,2026-03-15 11:06:46.386932,Ibadan,withdrawal,11,1,2,1,NORMAL
user_29,user_6,1709097.69,2026-01-27 13:39:46.386932,Lagos,deposit,13,3,0,1,NORMAL
user_10,user_31,1705874.25,2026-02-23 19:01:46.386932,Port Harcourt,withdrawal,19,4,2,-1,ANOMALY
user_41,user_2,180515.8,2026-01-26 16:31:46.386932,Kano,transfer,16,2,1,1,NORMAL
user_34,user_53,9879.91,2026-02-12 17:22:46.386932,Port Harcourt,deposit,17,4,0,1,NORMAL
user_6,user_29,36823.26,2026-02-08 11:15:46.386932,Kano,deposit,11,2,0,1,NORMAL
user_47,user_49,601622.63,2026-01-16 12:37:46.386932,Lagos,transfer,12,3,1,1,NORMAL
user_15,user_40,94240.42,2026-03-20 06:31:46.386932,Port Harcourt,transfer,6,4,1,1,NORMAL
user_31,user_42,155241.45,2026-01-27 09:21:46.386932,Kano,withdrawal,9,2,2,1,NORMAL
user_15,user_62,117463.31,2026-03-26 00:36:46.386932,Port Harcourt,transfer,0,4,1,1,NORMAL
user_4,user_27,55091.75,2026-01-21 12:10:46.386932,Ibadan,withdrawal,12,1,2,1,NORMAL
user_27,user_39,79312.78,2026-01-22 18:57:46.386932,Abuja,transfer,18,0,1,1,NORMAL
user_4,user_66,164994.37,2026-02-18 16:31:46.386932,Port Harcourt,deposit,16,4,0,1,NORMAL
user_10,user_22,95141.58,2026-01-26 20:47:46.386932,Kano,transfer,20,2,1,1,NORMAL
user_7,user_50,837181.32,2026-02-08 16:19:46.386932,Port Harcourt,deposit,16,4,0,1,NORMAL
user_20,user_18,10834.11,2026-02-08 00:10:46.386932,Kano,transfer,0,2,1,1,NORMAL
user_27,user_15,108313.6,2026-03-04 14:26:46.386932,Abuja,withdrawal,14,0,2,1,NORMAL
user_43,user_45,22391.13,2026-02-13 01:39:46.386932,Abuja,transfer,1,0,1,1,NORMAL
user_0,user_50,142167.11,2026-01-21 01:12:46.386932,Lagos,deposit,1,3,0,1,NORMAL
user_39,user_26,172959.98,2026-01-24 00:45:46.386932,Kano,withdrawal,0,2,2,1,NORMAL
user_43,user_12,1768819.32,2026-02-28 15:02:46.391894,Port Harcourt,withdrawal,15,4,2,-1,ANOMALY
user_12,user_44,53989.09,2026-02-25 11:16:46.391894,Ibadan,withdrawal,11,1,2,1,NORMAL
user_29,user_49,49500.39,2026-03-16 13:14:46.391894,Port Harcourt,deposit,13,4,0,1,NORMAL
user_16,user_25,126797.75,2026-01-31 23:32:46.391894,Lagos,withdrawal,23,3,2,1,NORMAL
user_35,user_61,69987.49,2026-01-31 03:17:46.391894,Lagos,transfer,3,3,1,1,NORMAL
user_19,user_63,47571.56,2026-01-20 07:26:46.391894,Kano,transfer,7,2,1,1,NORMAL
user_15,user_30,146850.17,2026-03-15 03:12:46.391894,Abuja,deposit,3,0,0,1,NORMAL
user_22,user_5,140607.99,2026-02-26 04:18:46.391894,Port Harcourt,transfer,4,4,1,1,NORMAL
user_3,user_3,74423.14,2026-02-03 21:42:46.391894,Port Harcourt,transfer,21,4,1,1,NORMAL
user_13,user_50,176496.63,2026-03-11 14:29:46.391894,Kano,transfer,14,2,1,1,NORMAL
user_10,user_47,138082.4,2026-01-28 06:29:46.391894,Kano,deposit,6,2,0,1,NORMAL
user_38,user_57,104298.75,2026-03-10 07:09:46.391894,Ibadan,transfer,7,1,1,1,NORMAL
user_30,user_35,191851.72,2026-02-07 09:35:46.391894,Lagos,withdrawal,9,3,2,1,NORMAL
user_41,user_25,90524.51,2026-02-27 06:06:46.391894,Ibadan,deposit,6,1,0,1,NORMAL
user_1,user_54,1378520.34,2026-03-20 04:26:46.391894,Kano,withdrawal,4,2,2,-1,ANOMALY
user_0,user_11,197574.74,2026-03-06 10:53:46.391894,Abuja,withdrawal,10,0,2,1,NORMAL
user_30,user_2,87978.17,2026-02-02 04:12:46.391894,Kano,transfer,4,2,1,1,NORMAL
user_40,user_45,140336.97,2026-03-07 22:46:46.391894,Ibadan,withdrawal,22,1,2,1,NORMAL
user_11,user_47,191039.27,2026-03-14 19:09:46.391894,Abuja,deposit,19,0,0,1,NORMAL
user_39,user_8,66344.42,2026-03-10 12:36:46.391894,Lagos,transfer,12,3,1,1,NORMAL
user_7,user_65,173686.09,2026-02-12 18:21:46.391894,Lagos,deposit,18,3,0,1,NORMAL
user_20,user_22,709338.69,2026-03-22 11:44:46.391894,Port Harcourt,transfer,11,4,1,1,NORMAL
user_22,user_22,1239086.55,2026-02-12 07:09:46.391894,Lagos,transfer,7,3,1,1,NORMAL
user_25,user_34,1947823.14,2026-02-18 07:27:46.391894,Kano,deposit,7,2,0,-1,ANOMALY
user_3,user_68,116983.51,2026-02-20 05:07:46.391894,Ibadan,transfer,5,1,1,1,NORMAL
user_27,user_28,113118.57,2026-01-20 10:49:46.391894,Abuja,deposit,10,0,0,1,NORMAL
user_47,user_55,135168.22,2026-03-20 09:45:46.391894,Kano,transfer,9,2,1,1,NORMAL
user_7,user_39,114987.96,2026-02-12 16:34:46.391894,Abuja,deposit,16,0,0,1,NORMAL
user_13,user_23,113597.46,2026-03-05 16:22:46.391894,Ibadan,deposit,16,1,0,1,NORMAL
user_47,user_52,183337.07,2026-03-23 04:25:46.391894,Ibadan,deposit,4,1,0,1,NORMAL
user_31,user_5,1955121.32,2026-02-24 00:28:46.391894,Abuja,transfer,0,0,1,-1,ANOMALY
user_2,user_24,161299.97,2026-03-13 10:09:46.391894,Kano,deposit,10,2,0,1,NORMAL
user_28,user_63,174002.05,2026-02-11 13:28:46.396888,Lagos,transfer,13,3,1,1,NORMAL
user_24,user_19,102562.67,2026-03-10 19:33:46.396888,Lagos,transfer,19,3,1,1,NORMAL
user_32,user_42,134376.45,2026-03-03 07:28:46.396888,Ibadan,transfer,7,1,1,1,NORMAL
user_22,user_36,60798.92,2026-02-13 13:10:46.396888,Lagos,transfer,13,3,1,1,NORMAL
user_2,user_15,151730.79,2026-03-19 14:44:46.396888,Abuja,transfer,14,0,1,1,NORMAL
user_46,user_61,70094.05,2026-03-22 01:31:46.396888,Abuja,withdrawal,1,0,2,1,NORMAL
user_18,user_34,21563.96,2026-02-10 16:56:46.396888,Abuja,withdrawal,16,0,2,1,NORMAL
user_24,user_14,179941.65,2026-02-15 12:22:46.396888,Lagos,deposit,12,3,0,1,NORMAL
user_15,user_3,34571.28,2026-01-27 11:25:46.396888,Abuja,deposit,11,0,0,1,NORMAL
user_32,user_52,1341250.5,2026-03-24 21:57:46.396888,Ibadan,transfer,21,1,1,1,NORMAL
user_11,user_3,144954.4,2026-01-31 20:37:46.396888,Lagos,withdrawal,20,3,2,1,NORMAL
user_33,user_26,45664.85,2026-01-17 12:44:46.396888,Ibadan,deposit,12,1,0,1,NORMAL
user_24,user_44,188738.43,2026-02-25 10:07:46.396888,Lagos,withdrawal,10,3,2,1,NORMAL
user_11,user_26,1569831.65,2026-02-20 04:02:46.396888,Ibadan,deposit,4,1,0,-1,ANOMALY
user_15,user_52,144721.28,2026-02-25 04:50:46.396888,Port Harcourt,deposit,4,4,0,1,NORMAL
user_20,user_10,1039802.54,2026-03-20 08:28:46.396888,Port Harcourt,withdrawal,8,4,2,1,NORMAL
user_7,user_41,135671.48,2026-01-28 11:56:46.396888,Kano,transfer,11,2,1,1,NORMAL
user_21,user_18,1083920.43,2026-01-19 19:27:46.396888,Ibadan,deposit,19,1,0,1,NORMAL
user_33,user_39,11112.83,2026-01-31 20:33:46.396888,Ibadan,deposit,20,1,0,1,NORMAL
user_47,user_54,134660.89,2026-03-17 00:30:46.396888,Ibadan,transfer,0,1,1,1,NORMAL
user_0,user_70,27959.54,2026-01-16 21:00:46.396888,Abuja,withdrawal,21,0,2,1,NORMAL
user_41,user_28,193757.29,2026-03-23 03:26:46.396888,Abuja,withdrawal,3,0,2,1,NORMAL
user_49,user_39,999051.09,2026-03-13 17:08:46.396888,Ibadan,deposit,17,1,0,1,NORMAL
user_27,user_14,184696.01,2026-02-19 01:05:46.396888,Ibadan,transfer,1,1,1,1,NORMAL
user_35,user_51,174302.94,2026-02-18 01:33:46.396888,Port Harcourt,deposit,1,4,0,1,NORMAL
user_25,user_62,107655.18,2026-01-28 04:11:46.396888,Ibadan,transfer,4,1,1,1,NORMAL
user_5,user_62,680197.9,2026-03-15 12:44:46.396888,Kano,transfer,12,2,1,1,NORMAL
user_47,user_48,178053.68,2026-02-08 08:38:46.396888,Ibadan,deposit,8,1,0,1,NORMAL
user_7,user_24,17155.02,2026-01-21 05:33:46.401885,Kano,withdrawal,5,2,2,1,NORMAL
user_44,user_66,46023.27,2026-02-27 15:12:46.401885,Abuja,transfer,15,0,1,1,NORMAL
user_5,user_7,15741.15,2026-02-03 18:21:46.401885,Kano,deposit,18,2,0,1,NORMAL
user_19,user_1,150539.14,2026-02-18 15:10:46.401885,Ibadan,deposit,15,1,0,1,NORMAL
user_43,user_21,132172.3,2026-02-05 03:55:46.401885,Abuja,withdrawal,3,0,2,1,NORMAL
user_13,user_63,137409.76,2026-01-16 08:01:46.401885,Kano,withdrawal,8,2,2,1,NORMAL
user_7,user_53,5639.71,2026-02-28 18:38:46.401885,Abuja,withdrawal,18,0,2,1,NORMAL
user_44,user_32,63314.1,2026-01-30 22:58:46.401885,Ibadan,withdrawal,22,1,2,1,NORMAL
user_2,user_45,1828741.83,2026-02-11 10:08:46.401885,Ibadan,transfer,10,1,1,1,NORMAL
user_36,user_21,1460535.04,2026-03-10 00:15:46.401885,Port Harcourt,transfer,0,4,1,-1,ANOMALY
user_28,user_11,56546.27,2026-03-25 06:40:46.401885,Abuja,transfer,6,0,1,1,NORMAL
user_25,user_38,1465770.69,2026-01-26 22:26:46.401885,Ibadan,transfer,22,1,1,1,NORMAL
user_4,user_8,168252.5,2026-01-26 04:25:46.401885,Abuja,withdrawal,4,0,2,1,NORMAL
user_20,user_13,1365669.35,2026-03-11 08:43:46.401885,Ibadan,withdrawal,8,1,2,1,NORMAL
user_48,user_25,56193.44,2026-03-09 04:03:46.401885,Kano,deposit,4,2,0,1,NORMAL
user_33,user_60,162414.28,2026-03-08 03:55:46.401885,Lagos,deposit,3,3,0,1,NORMAL
user_42,user_57,193194.67,2026-01-19 04:15:46.401885,Port Harcourt,withdrawal,4,4,2,1,NORMAL
user_3,user_59,64281.09,2026-03-24 06:13:46.401885,Port Harcourt,deposit,6,4,0,1,NORMAL
user_33,user_55,398206.23,2026-03-06 22:47:46.401885,Lagos,transfer,22,3,1,1,NORMAL
user_5,user_30,110719.01,2026-03-03 04:05:46.401885,Port Harcourt,withdrawal,4,4,2,1,NORMAL
user_45,user_0,181329.2,2026-03-11 12:24:46.401885,Ibadan,deposit,12,1,0,1,NORMAL
user_32,user_23,100366.97,2026-01-16 20:17:46.401885,Lagos,transfer,20,3,1,1,NORMAL
user_43,user_25,167828.04,2026-03-17 08:09:46.401885,Ibadan,withdrawal,8,1,2,1,NORMAL
user_4,user_70,36365.71,2026-02-24 00:58:46.401885,Port Harcourt,deposit,0,4,0,1,NORMAL
user_42,user_4,108159.99,2026-02-19 11:30:46.401885,Ibadan,withdrawal,11,1,2,1,NORMAL
user_6,user_42,61858.2,2026-02-03 04:30:46.401885,Lagos,deposit,4,3,0,1,NORMAL
user_43,user_15,44467.67,2026-02-25 08:50:46.401885,Port Harcourt,withdrawal,8,4,2,1,NORMAL
user_11,user_6,1596264.92,2026-01-29 15:40:46.401885,Lagos,withdrawal,15,3,2,-1,ANOMALY
user_19,user_50,37943.34,2026-02-01 13:16:46.401885,Lagos,transfer,13,3,1,1,NORMAL
user_10,user_23,28965.37,2026-03-16 01:44:46.401885,Port Harcourt,transfer,1,4,1,1,NORMAL
user_41,user_38,27847.92,2026-02-21 13:00:46.401885,Abuja,deposit,13,0,0,1,NORMAL
